"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Specimens_per_Lot"
"276",608,"LACM-M","60-13.5","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1960,"Summer",7,16.39862132,1.580005745,29.36,16.15,21.78,0.55,3.07,1.25,NA,NA,0,0,0,0,1,0,1,0,0,0,306.5589431,586.4115758,492,3.957748754,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,15
"277",609,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,14.26,8.67,11.12,0.61,2.16,0.17,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"278",610,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,15.96,9.68,12.43,0.61,2.32,0.2,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"279",611,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,18.11,10.4,13.72,0.57,2.32,0.27,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"280",612,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,17.5,10.29,13.42,0.59,2.38,0.19,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"281",613,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,19.36,10.84,14.49,0.56,2.4,0.27,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"282",614,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,17.77,9.85,13.23,0.55,2.49,0.27,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"283",615,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,16.75,9.8,12.81,0.59,2.58,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"284",616,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,19.71,10.95,14.69,0.56,2.6,0.21,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"285",617,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,22.55,12.17,16.57,0.54,2.61,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"286",618,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,19.69,11.28,14.9,0.57,2.71,0.2,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"287",619,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,17.94,10.55,13.76,0.59,2.73,0.26,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"288",620,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,21.29,11.47,15.63,0.54,2.76,0.22,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"289",621,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,21.67,11.88,16.04,0.55,2.77,0.29,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"290",622,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,18.73,10.84,14.25,0.58,2.78,0.25,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"291",623,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,19,10.37,14.04,0.55,2.78,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"292",624,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,21.22,11.62,15.7,0.55,2.81,0.33,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"293",625,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,21.11,12.16,16.02,0.58,2.87,0.29,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"294",626,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,20.84,12.25,15.98,0.59,2.95,0.36,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"295",627,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,24.93,14.2,18.82,0.57,3.39,0.36,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"296",628,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,27.88,15.4,20.72,0.55,3.58,0.47,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"297",629,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,26.58,16.04,20.65,0.6,3.63,0.42,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,21
"298",630,"LACM-M","61-10.3","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.41,"Anthropocene",NA,1960,1961,"Fall",11,16.47469139,1.706518687,8.6,5.1,6.62,0.59,1.06,0.21,NA,NA,0,0,0,0,0,0,0,0,0,0,207.375,211.0869405,8,0.946414286,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"299",631,"LACM-M","61-10.3","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.41,"Anthropocene",NA,1960,1961,"Fall",11,16.47469139,1.706518687,16.61,9.3,12.43,0.56,2.22,0.31,NA,NA,0,0,0,0,0,0,0,0,0,0,207.375,211.0869405,8,0.946414286,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"300",632,"LACM-M","61-10.3","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.41,"Anthropocene",NA,1960,1961,"Fall",11,16.47469139,1.706518687,15.68,9.21,12.02,0.59,2.28,0.38,NA,NA,0,0,0,0,0,0,0,0,0,0,207.375,211.0869405,8,0.946414286,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"301",633,"LACM-M","61-10.3","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.41,"Anthropocene",NA,1960,1961,"Fall",11,16.47469139,1.706518687,24.45,14.69,18.95,0.6,3.53,0.49,NA,NA,0,0,0,0,0,0,0,0,0,0,207.375,211.0869405,8,0.946414286,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"302",634,"LACM-M","61-13.5","Watkins","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.28,"Anthropocene",NA,1960,1961,NA,NA,16.47469139,1.706518687,8.99,5.1,6.77,0.57,1.25,0.12,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,99.5129683,237.2379034,347,4.131947251,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"303",635,"LACM-M","61-13.5","Watkins","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.28,"Anthropocene",NA,1960,1961,NA,NA,16.47469139,1.706518687,16.99,10.26,13.2,0.6,2.51,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,99.5129683,237.2379034,347,4.131947251,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"304",636,"LACM-M","61-13.5","Watkins","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.28,"Anthropocene",NA,1960,1961,NA,NA,16.47469139,1.706518687,18.83,10.78,14.25,0.57,2.74,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,99.5129683,237.2379034,347,4.131947251,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"305",637,"LACM-M","61-13.5","Watkins","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.28,"Anthropocene",NA,1960,1961,NA,NA,16.47469139,1.706518687,20.66,12.31,15.95,0.6,3.09,0.52,NA,"subtidal",0,0,0,0,0,0,0,1,0,0,99.5129683,237.2379034,347,4.131947251,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"306",638,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,7.87,4.83,6.17,0.61,0.74,0.44,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"307",639,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,8.57,5.04,6.57,0.59,0.91,0.2,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,1,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"308",640,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,8.32,4.64,6.21,0.56,0.94,0.19,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"309",641,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,9.2,5.53,7.13,0.6,1.06,0.23,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"310",642,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,9.04,5.27,6.9,0.58,1.07,0.2,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"311",643,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,10.22,6.26,8,0.61,1.12,0.27,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"312",644,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,11.07,6.74,8.64,0.61,1.23,0.34,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"313",645,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,11.72,7.06,9.1,0.6,1.35,0.37,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"314",646,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,11.55,6.67,8.78,0.58,1.41,0.29,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"315",647,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,13.25,7.52,9.98,0.57,1.48,0.31,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"316",648,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,13,7.61,9.95,0.59,1.59,0.36,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"317",649,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,12.61,7.5,9.72,0.6,1.61,0.3,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"318",650,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,12.32,7.56,9.65,0.61,1.69,0.38,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"319",651,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,12.08,7.04,9.22,0.58,1.71,0.3,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"320",652,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,13.63,8.18,10.56,0.6,1.77,0.33,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"321",653,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,18.56,10.71,14.1,0.58,2.21,0.63,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"322",654,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,18.19,11.03,14.16,0.61,2.41,0.61,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,1,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"323",655,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,19,11.31,14.66,0.6,2.61,0.42,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"324",656,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,20.74,12.29,15.97,0.59,2.71,1.01,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,1,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"325",657,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,21.61,13.09,16.82,0.61,2.79,0.72,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,1,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,20
"326",658,"LACM-M","62-38.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,14.46,8.23,10.91,0.57,1.97,0.33,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,5
"327",659,"LACM-M","62-38.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,15.36,9.29,11.95,0.61,2.21,0.48,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,5
"328",660,"LACM-M","62-38.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,18.29,10,13.52,0.55,2.33,0.28,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,5
"329",661,"LACM-M","62-38.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,18.14,10.44,13.76,0.58,2.36,0.5,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,5
"330",662,"LACM-M","62-38.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,17.94,10.3,13.59,0.57,2.4,0.46,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,5
"331",663,"LACM-M","62-5.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Hen Rock","CAT","Large",33.4,-118.37,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,9.93,5.76,7.56,0.58,1.26,0.16,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,188.0485437,341.9319334,515,4.253585143,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,8
"332",664,"LACM-M","62-5.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Hen Rock","CAT","Large",33.4,-118.37,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,10,5.92,7.69,0.59,1.37,0.12,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,188.0485437,341.9319334,515,4.253585143,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,8
"333",665,"LACM-M","62-5.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Hen Rock","CAT","Large",33.4,-118.37,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,20.82,11.42,15.42,0.55,2.26,0.51,NA,"subtidal",0,0,1,0,1,0,0,0,0,0,188.0485437,341.9319334,515,4.253585143,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,8
"334",666,"LACM-M","62-5.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Hen Rock","CAT","Large",33.4,-118.37,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,16.97,9.63,12.78,0.57,2.4,0.27,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,188.0485437,341.9319334,515,4.253585143,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,8
"335",667,"LACM-M","62-5.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Hen Rock","CAT","Large",33.4,-118.37,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,21.43,12.05,16.07,0.56,3.1,0.32,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,188.0485437,341.9319334,515,4.253585143,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,8
"336",668,"LACM-M","62-5.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Hen Rock","CAT","Large",33.4,-118.37,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,25.02,14.23,18.87,0.57,3.1,0.36,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,188.0485437,341.9319334,515,4.253585143,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,8
"337",669,"LACM-M","62-5.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Hen Rock","CAT","Large",33.4,-118.37,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,20.92,12.25,16.01,0.59,3.34,0.37,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,188.0485437,341.9319334,515,4.253585143,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,8
