"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
"65",65,"CAS","JW","JW","Southern California Bight","Orange","Coastal","LA","Long Beach: Seal Beach","Los Angeles",NA,33.75,-118.12,"Anthropocene",NA,1960,1965,"Summer",8,16.46534284,1.973515681,20,11.16,14.94,0.56,2.6,0.29,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
"66",66,"CAS","217549","Ferreira","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.61,-121.88,"Anthropocene",NA,1960,1969,"Summer",8,14.01556341,1.625268517,11.29,6.97,8.87,0.62,1.41,0.34,NA,NA,0,0,0,0,0,0,0,0,0,0,592.0113636,2263.514397,264,2.006565833,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
"67",67,"CAS","217549","Ferreira","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.61,-121.88,"Anthropocene",NA,1960,1969,"Winter",2,14.01556341,1.625268517,20.38,11.8,15.51,0.58,3.07,0.47,NA,NA,0,0,0,0,0,0,0,0,0,0,592.0113636,2263.514397,264,2.006565833,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
"68",68,"CAS","217549","Ferreira","Southern California Bight","Orange","Coastal","SLA","San Clemente Beach","Los Angeles",NA,33.42,-117.63,"Anthropocene",NA,1960,1969,"Winter",2,16.54435873,1.574657337,20.87,12.25,15.99,0.59,2.9,0.73,NA,NA,0,0,0,0,0,0,0,0,0,0,224.2242991,337.0574753,107,1.901950237,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
"69",69,"CAS","217549","Ferreira","Southern California Bight","Orange","Coastal","SLA","San Clemente Beach","Los Angeles",NA,33.42,-117.63,"Anthropocene",NA,1960,1969,"Winter",2,16.54435873,1.574657337,30.02,18,23.25,0.6,2.9,0.98,NA,NA,0,0,0,0,0,0,0,0,0,0,224.2242991,337.0574753,107,1.901950237,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
"70",70,"CAS","217549","Ferreira","Southern California Bight","Orange","Coastal","SLA","San Clemente Beach","Los Angeles",NA,33.42,-117.63,"Anthropocene",NA,1960,1969,"Winter",2,16.54435873,1.574657337,26.2,14.83,19.71,0.57,4.3,0.4,NA,NA,0,0,0,0,0,0,0,0,0,0,224.2242991,337.0574753,107,1.901950237,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
"71",71,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,13.46,8.13,10.46,0.6,1.52,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"72",72,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,12.45,7.87,9.9,0.63,1.52,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"73",73,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,13.72,8.89,11.04,0.65,1.78,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"74",74,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,"Summer",8,15.35423867,2.342125641,17.78,10.41,13.6,0.59,2.03,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"75",75,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,15.49,9.65,12.23,0.62,2.03,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"76",76,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,"Summer",8,15.35423867,2.342125641,18.54,11.43,14.56,0.62,2.03,1.02,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"77",77,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,15.49,9.91,12.39,0.64,2.29,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"78",78,"CAS","217493","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,9.91,6.1,7.78,0.62,1.27,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"79",79,"CAS","217493","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,17.78,10.41,13.6,0.59,2.29,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"80",80,"CAS","217493","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,22.61,13.46,17.45,0.6,3.3,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA
"81",81,"CAS","217534","KellogLindberg","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.61,-121.88,"Anthropocene",NA,1970,1972,NA,NA,14.21295222,2.09634247,27.77,16.35,21.31,0.59,3.52,0.57,NA,"subtidal",0,0,0,0,0,0,0,1,0,0,580.5592593,850.5925478,270,4.541181801,NA,NA,NA,NA,NA,NA,1218.199951,1218.199951,"no",NA
"82",82,"CAS","217534","KellogLindberg","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.61,-121.88,"Anthropocene",NA,1970,1972,NA,NA,14.21295222,2.09634247,26.45,15.95,20.54,0.6,3.75,0.54,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,580.5592593,850.5925478,270,4.541181801,NA,NA,NA,NA,NA,NA,1218.199951,1218.199951,"no",NA
"83",83,"CAS","217534","KellogLindberg","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.61,-121.88,"Anthropocene",NA,1970,1972,NA,NA,14.21295222,2.09634247,41.09,22.89,30.67,0.56,4.5,0.95,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,580.5592593,850.5925478,270,4.541181801,NA,NA,NA,NA,NA,NA,1218.199951,1218.199951,"no",NA
"84",84,"CAS","217499","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1970,1972,NA,NA,15.98141154,2.347269146,25.65,15.24,19.77,0.59,3.81,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,191.3018868,439.7427099,265,3.722841747,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
"85",85,"CAS","217495","Wicksten","Southern California Bight","San Diego","Coastal","SD","La Jolla: Nicholson Point ","San Diego",NA,32.85,-117.28,"Anthropocene",NA,1970,1973,NA,NA,15.54931625,1.299621943,12.19,7.37,9.48,0.6,1.78,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.40200043,18.40200043,"no",NA
"86",86,"CAS","217495","Wicksten","Southern California Bight","San Diego","Coastal","SD","La Jolla: Nicholson Point ","San Diego",NA,32.85,-117.28,"Anthropocene",NA,1970,1973,NA,NA,15.54931625,1.299621943,17.78,9.65,13.1,0.54,2.54,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.40200043,18.40200043,"no",NA
"87",87,"CAS","217495","Wicksten","Southern California Bight","San Diego","Coastal","SD","La Jolla: Nicholson Point ","San Diego",NA,32.85,-117.28,"Anthropocene",NA,1970,1973,NA,NA,15.54931625,1.299621943,21.84,12.45,16.49,0.57,2.54,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.40200043,18.40200043,"no",NA
"88",88,"CAS","217526",NA,"Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.87,"Holocene",NA,1890,1892,NA,NA,13.14194695,1.553187525,17.76,10,13.33,0.56,2.2,0.3,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.660550117,3.660550117,"no",NA
"89",89,"CAS","217526",NA,"Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.87,"Holocene",NA,1890,1892,NA,NA,13.14194695,1.553187525,22.22,12.51,16.67,0.56,2.59,0.48,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.660550117,3.660550117,"no",NA
"90",90,"CAS","217526",NA,"Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.87,"Holocene",NA,1890,1892,NA,NA,13.14194695,1.553187525,23.8,13.93,18.21,0.59,3.02,0.53,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.660550117,3.660550117,"no",NA
"91",91,"CAS","217526",NA,"Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.87,"Holocene",NA,1890,1892,NA,NA,13.14194695,1.553187525,23.56,13.91,18.1,0.59,3.26,0.54,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.660550117,3.660550117,"no",NA
"92",92,"CAS","217511","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.38,-118.52,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,10.16,5.33,7.36,0.53,1.52,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"93",93,"CAS","217511","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.38,-118.52,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,11.94,6.35,8.71,0.53,1.78,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"94",94,"CAS","217511","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.38,-118.52,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,12.19,6.6,8.97,0.54,1.78,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"95",95,"CAS","217511","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.38,-118.52,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,11.18,6.6,8.59,0.59,1.78,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"96",96,"CAS","217511","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.38,-118.52,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,11.94,6.1,8.53,0.51,2.29,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"97",97,"CAS","217511","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.38,-118.52,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,27.69,15.24,20.54,0.55,3.81,0.76,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"98",98,"CAS","217529","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.42,-118.51,"Holocene",NA,1900,1901,"Spring",5,16.00703629,1.659065137,17.64,9.96,13.25,0.57,2.12,0.39,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"99",99,"CAS","217529","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.42,-118.51,"Holocene",NA,1900,1901,"Spring",5,16.00703629,1.659065137,23.3,12.84,17.3,0.55,3.05,0.48,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"100",100,"CAS","217529","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.42,-118.51,"Holocene",NA,1900,1901,"Spring",5,16.00703629,1.659065137,27.4,15.85,20.84,0.58,3.19,0.77,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"101",101,"CAS","217529","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.42,-118.51,"Holocene",NA,1900,1901,"Spring",5,16.00703629,1.659065137,28.22,15.01,20.58,0.53,3.33,0.6,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"102",102,"CAS","217529","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.42,-118.51,"Holocene",NA,1900,1901,"Spring",5,16.00703629,1.659065137,30.5,16.76,22.61,0.55,3.51,0.46,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"103",103,"CAS","217575","KofoidRaymond","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Cherry Cove","CAT","Large",33.45,-118.5,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,12.19,6.89,9.16,0.57,1.62,0.14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"104",104,"CAS","217575","KofoidRaymond","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Cherry Cove","CAT","Large",33.45,-118.5,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,21.87,12.6,16.6,0.58,2.54,0.24,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"105",105,"CAS","217575","KofoidRaymond","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Cherry Cove","CAT","Large",33.45,-118.5,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,22.58,12.32,16.68,0.55,2.67,0.36,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"106",106,"CAS","217510","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.45,-118.48,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,14.48,8.38,11.02,0.58,2.03,0.51,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"107",107,"CAS","217510","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.45,-118.48,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,15.49,9.65,12.23,0.62,2.29,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"108",108,"CAS","217510","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.45,-118.48,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,16.26,9.65,12.53,0.59,2.54,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"109",109,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,16.76,9.4,12.55,0.56,2.03,0.76,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"110",110,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,20.57,11.68,15.5,0.57,2.54,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"111",111,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,20.07,11.94,15.48,0.6,2.54,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"112",112,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,22.86,13.72,17.71,0.6,2.54,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"113",113,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,20.32,12.45,15.91,0.61,2.79,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"114",114,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,18.54,11.43,14.56,0.62,2.79,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"115",115,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,23.37,13.97,18.07,0.6,2.79,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"116",116,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,19.05,11.43,14.76,0.6,2.79,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"117",117,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,19.81,12.19,15.54,0.62,2.79,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"118",118,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,22.35,11.94,16.34,0.53,3.05,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"119",119,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,26.16,15.24,19.97,0.58,3.3,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"120",120,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,25.65,14.48,19.27,0.56,3.3,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"121",121,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,23.37,13.46,17.74,0.58,3.3,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"122",122,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,22.61,13.46,17.45,0.6,3.3,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"123",123,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,21.34,13.21,16.79,0.62,3.3,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"124",124,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,21.84,13.97,17.47,0.64,3.3,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"125",125,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,26.92,15.49,20.42,0.58,3.56,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"126",126,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,23.37,13.97,18.07,0.6,3.56,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"127",127,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,24.64,14.73,19.05,0.6,3.56,0.51,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA
"128",128,"CAS","217539","KofoidRaymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,13.37,7.74,10.17,0.58,1.86,0.42,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035579201,0.035579201,"no",NA
"129",129,"CAS","217539","KofoidRaymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,22.87,12.86,17.15,0.56,2.56,0.57,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035579201,0.035579201,"no",NA
"130",130,"CAS","217539","KofoidRaymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,27.82,15.68,20.89,0.56,2.97,0.54,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035579201,0.035579201,"no",NA
"131",131,"CAS","217539","KofoidRaymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,24.01,14.24,18.49,0.59,3.04,0.42,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035579201,0.035579201,"no",NA
