Specimen_Number,Collection,Lot_Number,Collector,Ecoregion,County,Location,Site,Land_Category,Island_Size,SoCal_Group,MPA,Latitude,Longitude,Mean_SST,Mean_SST_Sdev,Year,Season,Month,Epoch,Formation,Length_mm,Width_mm,Globosity_WoverL,Aperture_mm,Thickness_mm,Habitat,Depth,BRY,BAR,LMP,TWS,COR,ALG,SCR,BOR_TAP,BOR_STR,BOR_INC,Image_url
2913,SBNHM,100023,Berry,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Avalon,Island,Large,CAT,no,33.35,-118.32,15.69128593,1.663644605,1903,,,Holocene,,24.12,13.12,0.54,2.65,0.75,,,0,0,0,0,0,0,0,0,0,0,
2914,SBNHM,100023,Berry,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Avalon,Island,Large,CAT,no,33.35,-118.32,15.69128593,1.663644605,1903,,,Holocene,,25.4,13.72,0.54,3.05,0.54,,,0,0,0,0,0,0,1,0,0,0,
2915,SBNHM,100023,Berry,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Avalon,Island,Large,CAT,no,33.35,-118.32,15.69128593,1.663644605,1903,,,Holocene,,25.19,13.37,0.53,3.09,0.55,,,0,0,0,0,0,0,0,0,0,0,
2916,SBNHM,100023,Berry,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Avalon,Island,Large,CAT,no,33.35,-118.32,15.69128593,1.663644605,1903,,,Holocene,,26.93,14.66,0.54,3.09,0.62,,,0,0,0,0,1,0,0,0,0,0,
2917,SBNHM,100023,Berry,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Avalon,Island,Large,CAT,no,33.35,-118.32,15.69128593,1.663644605,1903,,,Holocene,,24.83,13.83,0.56,3.15,0.61,,,0,0,0,0,0,0,0,0,0,0,
2072,MCZ,326454,Fackenthall,Northern California,Monterey,MO,Monterey: Del Monte,Coastal,,,no,36.6,-121.88,13.40264082,1.68916158,1911,,,Holocene,,23.73,12.15,0.51,2.17,0.91,,,0,0,0,0,0,0,0,0,0,0,
2073,MCZ,326454,Fackenthall,Northern California,Monterey,MO,Monterey: Del Monte,Coastal,,,no,36.6,-121.88,13.40264082,1.68916158,1911,,,Holocene,,19.88,10.64,0.54,2.47,0.93,,,0,0,0,0,0,0,0,0,0,0,
2074,MCZ,326454,Fackenthall,Northern California,Monterey,MO,Monterey: Del Monte,Coastal,,,no,36.6,-121.88,13.40264082,1.68916158,1911,,,Holocene,,24.07,13.56,0.56,2.76,0.53,,,0,0,0,0,0,0,0,0,0,0,
2075,MCZ,326454,Fackenthall,Northern California,Monterey,MO,Monterey: Del Monte,Coastal,,,no,36.6,-121.88,13.40264082,1.68916158,1911,,,Holocene,,23.29,13.43,0.58,2.76,0.8,,,0,0,0,0,0,0,0,0,0,0,
2076,MCZ,326454,Fackenthall,Northern California,Monterey,MO,Monterey: Del Monte,Coastal,,,no,36.6,-121.88,13.40264082,1.68916158,1911,,,Holocene,,25.65,13.92,0.54,2.87,0.89,,,0,0,0,0,0,0,0,0,0,0,
2077,MCZ,326454,Fackenthall,Northern California,Monterey,MO,Monterey: Del Monte,Coastal,,,no,36.6,-121.88,13.40264082,1.68916158,1911,,,Holocene,,26.76,14.77,0.55,3.05,1.02,,,1,0,0,0,0,0,0,0,0,0,
2078,MCZ,326454,Fackenthall,Northern California,Monterey,MO,Monterey: Del Monte,Coastal,,,no,36.6,-121.88,13.40264082,1.68916158,1911,,,Holocene,,26.85,14.53,0.54,3.07,0.83,,,0,0,0,0,0,0,0,0,0,0,
2079,MCZ,326454,Fackenthall,Northern California,Monterey,MO,Monterey: Del Monte,Coastal,,,no,36.6,-121.88,13.40264082,1.68916158,1911,,,Holocene,,30.16,17.73,0.59,3.92,0.71,,,0,0,0,0,0,0,0,0,0,0,
183,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,23.88,12.45,0.52,2.54,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
184,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,23.88,12.7,0.53,2.54,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
185,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,22.61,12.95,0.57,2.54,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
186,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,20.32,12.19,0.6,2.54,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
187,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,20.83,11.43,0.55,2.54,0.76,,intertidal,0,0,0,0,0,0,0,0,0,0,
188,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,25.4,13.72,0.54,2.79,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
189,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,23.62,14.22,0.6,2.79,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
190,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,25.4,13.21,0.52,2.79,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
191,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,21.08,11.43,0.54,2.79,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
192,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,20.07,10.92,0.54,2.79,0.51,,intertidal,0,0,0,0,0,0,0,1,0,1,
193,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,23.37,13.97,0.6,2.79,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
194,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,28.19,15.24,0.54,3.05,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
195,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,22.61,13.72,0.61,3.05,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
196,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,21.59,11.43,0.53,3.05,0.51,,intertidal,0,0,1,0,0,0,0,0,0,0,
197,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,24.38,13.72,0.56,3.05,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
198,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,20.83,12.45,0.6,3.05,0.51,,intertidal,0,0,1,0,0,0,0,0,0,0,
199,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,24.13,13.21,0.55,3.05,0.76,,intertidal,0,0,0,0,0,0,0,0,0,0,
200,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,23.62,13.72,0.58,3.05,0.76,,intertidal,0,0,1,0,0,0,0,0,0,0,
201,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,27.69,15.49,0.56,3.3,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
202,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,24.13,13.72,0.57,3.3,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
203,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,25.65,15.24,0.59,3.3,0.76,,intertidal,0,0,0,0,0,0,0,0,0,0,
204,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,24.64,14.99,0.61,3.56,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
205,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,23.37,14.99,0.64,3.56,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
206,CAS,185180,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.59793973,2.127915209,1911,,,Holocene,,24.89,14.22,0.57,3.56,0.76,,intertidal,0,0,0,0,0,0,0,0,0,0,
2080,MCZ,326453,Burch,Northern California,Sonoma,SO,False Bay,Coastal,,,no,38.16,-122.53,13.02119128,1.363823518,1912,Summer,7,Holocene,,16.21,7.31,0.45,1.79,0.48,,,0,0,0,0,0,0,0,0,0,0,
2081,MCZ,326453,Burch,Northern California,Sonoma,SO,False Bay,Coastal,,,no,38.16,-122.53,13.02119128,1.363823518,1912,Summer,7,Holocene,,21.28,10.76,0.51,2.38,0.84,,,0,0,0,0,0,0,0,0,0,0,
2082,MCZ,326453,Burch,Northern California,Sonoma,SO,False Bay,Coastal,,,no,38.16,-122.53,13.02119128,1.363823518,1912,Summer,7,Holocene,,23.07,11.99,0.52,2.46,0.51,,,0,0,0,0,0,0,0,0,0,0,
2083,MCZ,326453,Burch,Northern California,Sonoma,SO,False Bay,Coastal,,,no,38.16,-122.53,13.02119128,1.363823518,1912,Summer,7,Holocene,,27.57,13.74,0.5,2.76,0.55,,,0,0,0,0,0,0,0,0,0,0,
2084,MCZ,326453,Burch,Northern California,Sonoma,SO,False Bay,Coastal,,,no,38.16,-122.53,13.02119128,1.363823518,1912,Summer,7,Holocene,,29.94,15.59,0.52,3.04,0.48,,,0,0,0,0,0,0,0,0,0,0,
207,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,21.34,11.68,0.55,2.54,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
208,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,23.88,13.21,0.55,2.79,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
209,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,23.37,12.95,0.55,2.79,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
210,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,21.59,12.19,0.57,2.79,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
211,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,23.88,13.72,0.57,2.79,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
212,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,21.84,12.19,0.56,2.79,0.76,,intertidal,0,0,0,0,0,0,0,0,0,0,
213,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,27.94,14.48,0.52,3.05,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
214,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,21.59,13.21,0.61,3.05,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
215,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,23.11,13.21,0.57,3.05,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
216,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,22.61,13.21,0.58,3.05,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
217,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,28.45,16.51,0.58,3.05,1.02,,intertidal,0,0,0,0,0,0,0,0,0,0,
218,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,23.11,13.72,0.59,3.3,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
219,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,24.38,14.99,0.62,3.3,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
220,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,27.94,14.99,0.54,3.56,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
221,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,22.86,12.95,0.57,3.56,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
222,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,31.24,19.81,0.63,4.06,0.76,,intertidal,0,0,0,0,0,0,0,0,0,0,
223,CAS,185181,Smith,Northern California,Monterey,MO,Pacific Grove: Monterey Aquarium Bay,Coastal,,,no,36.62,-121.9,12.95645444,1.760573839,1913,,,Holocene,,33.53,19.05,0.57,4.32,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
1019,LACM-M,54889,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Valley of Ollas,Island,Large,CAT,no,33.43,-118.44,15.96011972,1.428874472,1915,Spring,4,Holocene,,20.13,10.99,0.55,2.61,0.62,,subtidal,0,0,0,0,0,0,0,0,0,0,
1020,LACM-M,54889,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Valley of Ollas,Island,Large,CAT,no,33.43,-118.44,15.96011972,1.428874472,1915,Spring,4,Holocene,,19.78,11.58,0.59,2.81,0.29,,subtidal,1,0,0,0,0,0,0,0,0,0,
1021,LACM-M,54889,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Valley of Ollas,Island,Large,CAT,no,33.43,-118.44,15.96011972,1.428874472,1915,Spring,4,Holocene,,27.18,15.31,0.56,4.01,0.51,,subtidal,1,0,0,0,0,0,0,0,0,0,
1022,LACM-M,54892,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Lover's Cove,Island,Large,CAT,no,33.34,-118.31,14.95431598,1.44087176,1916,Spring,6,Holocene,,13.54,8.76,0.65,2.01,0.19,,subtidal,1,0,0,0,0,0,0,0,0,0,
1023,LACM-M,54892,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Lover's Cove,Island,Large,CAT,no,33.34,-118.31,14.95431598,1.44087176,1916,Spring,6,Holocene,,14.87,9.25,0.62,2.33,0.23,,subtidal,1,0,0,0,0,0,0,0,0,0,
1024,LACM-M,54892,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Lover's Cove,Island,Large,CAT,no,33.34,-118.31,14.95431598,1.44087176,1916,Spring,6,Holocene,,21.54,13.21,0.61,2.55,0.64,,subtidal,1,0,0,0,0,1,0,0,0,0,
1025,LACM-M,54892,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Lover's Cove,Island,Large,CAT,no,33.34,-118.31,14.95431598,1.44087176,1916,Spring,6,Holocene,,20.84,12.1,0.58,2.72,0.46,,subtidal,1,0,0,0,0,0,0,0,0,0,
1026,LACM-M,54892,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Lover's Cove,Island,Large,CAT,no,33.34,-118.31,14.95431598,1.44087176,1916,Spring,6,Holocene,,22.85,12.96,0.57,2.93,0.33,,subtidal,1,0,0,0,0,0,0,0,0,0,
229,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,18.29,9.4,0.51,2.03,0.51,,intertidal,0,0,1,0,0,0,0,0,0,0,
230,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,22.1,12.19,0.55,2.54,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
231,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,21.08,11.43,0.54,2.79,0.25,,intertidal,0,0,1,0,0,0,0,0,0,0,
232,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,24.13,13.72,0.57,2.79,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
233,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,24.13,13.21,0.55,3.05,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
234,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,24.13,12.7,0.53,3.05,0.51,,intertidal,0,0,0,0,0,0,0,0,0,0,
235,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,27.69,14.73,0.53,3.05,0.51,,intertidal,0,0,1,0,0,0,0,0,0,0,
236,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,25.4,13.72,0.54,3.05,0.76,,intertidal,0,0,0,0,0,0,0,0,0,0,
237,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,29.46,15.24,0.52,3.3,0.25,,intertidal,0,0,0,0,0,0,0,0,0,0,
238,CAS,204236,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.59,-117.88,15.14970239,1.500141934,1916,,,Holocene,,28.19,15.49,0.55,3.56,0.51,,intertidal,0,0,1,0,0,0,0,0,0,0,
224,CAS,217554,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.6,-117.89,15.14970239,1.500141934,1916,,,Holocene,,11.25,6.77,0.6,1.48,0.12,,,0,0,0,0,0,0,0,0,0,0,
225,CAS,217554,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.6,-117.89,15.14970239,1.500141934,1916,,,Holocene,,11.3,6.94,0.61,1.52,0.2,,,0,0,0,0,0,0,0,0,0,0,
226,CAS,217554,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.6,-117.89,15.14970239,1.500141934,1916,,,Holocene,,14.45,7.79,0.54,1.71,0.47,,,0,0,0,0,0,0,0,0,0,0,
227,CAS,217554,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.6,-117.89,15.14970239,1.500141934,1916,,,Holocene,,20.99,10.57,0.5,2.1,0.46,,,0,0,0,0,0,0,0,0,0,0,
228,CAS,217554,Smith,Southern California Bight,Orange,SLA,Newport: Balboa Bay,Coastal,,Los Angeles,no,33.6,-117.89,15.14970239,1.500141934,1916,,,Holocene,,16.05,9.06,0.56,2.11,0.36,,,0,0,0,0,0,0,0,0,0,0,
2085,MCZ,50430,Chace,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.14379525,2.339840344,1917,Fall,12,Holocene,,18.31,9.19,0.5,1.86,0.73,,,0,0,0,0,0,0,0,0,0,0,
2086,MCZ,50430,Chace,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.14379525,2.339840344,1917,Fall,12,Holocene,,16.09,8.39,0.52,2.1,0.53,,,0,0,0,0,0,0,0,0,0,0,
2087,MCZ,50430,Chace,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.14379525,2.339840344,1917,Fall,12,Holocene,,16.64,8.04,0.48,2.33,0.52,,,0,0,0,0,0,0,0,0,0,0,
2088,MCZ,50430,Chace,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.14379525,2.339840344,1917,Fall,12,Holocene,,26.01,12.65,0.49,2.42,1.28,,,0,0,0,0,0,0,0,0,0,0,
2089,MCZ,50430,Chace,Southern California Bight,Los Angeles,LA,White Point,Coastal,,Los Angeles,no,33.71,-118.32,15.14379525,2.339840344,1917,Fall,12,Holocene,,19.59,9.76,0.5,2.48,0.62,,,0,0,0,0,0,0,0,0,0,0,
1027,LACM-M,105593,Heim,Southern California Bight,Santa Barbara,SCZI,Santa Cruz Island: Point Diablo,Island,Large,National Park,no,34.06,-119.76,14.51976109,2.08771505,1917,Summer,8,Holocene,,14.84,8.9,0.6,1.84,0.4,,subtidal,0,0,0,0,0,0,0,0,0,0,
1028,LACM-M,105593,Heim,Southern California Bight,Santa Barbara,SCZI,Santa Cruz Island: Point Diablo,Island,Large,National Park,no,34.06,-119.76,14.51976109,2.08771505,1917,Summer,8,Holocene,,19.73,11.92,0.6,2.54,0.25,,subtidal,0,0,0,0,0,0,0,0,0,0,
1029,LACM-M,105593,Heim,Southern California Bight,Santa Barbara,SCZI,Santa Cruz Island: Point Diablo,Island,Large,National Park,no,34.06,-119.76,14.51976109,2.08771505,1917,Summer,8,Holocene,,24.94,14.73,0.59,3.48,0.21,,subtidal,1,0,0,0,0,0,0,0,0,0,
1030,LACM-M,105593,Heim,Southern California Bight,Santa Barbara,SCZI,Santa Cruz Island: Point Diablo,Island,Large,National Park,no,34.06,-119.76,14.51976109,2.08771505,1917,Summer,8,Holocene,,28.86,17.26,0.6,3.77,0.46,,subtidal,1,0,0,0,0,0,0,0,0,0,
1031,LACM-M,105593,Heim,Southern California Bight,Santa Barbara,SCZI,Santa Cruz Island: Point Diablo,Island,Large,National Park,no,34.06,-119.76,14.51976109,2.08771505,1917,Summer,8,Holocene,,32.98,19.82,0.6,4.25,0.53,,subtidal,1,0,0,0,0,0,0,0,0,0,
1032,LACM-M,105593,Heim,Southern California Bight,Santa Barbara,SCZI,Santa Cruz Island: Point Diablo,Island,Large,National Park,no,34.06,-119.76,14.51976109,2.08771505,1917,Summer,8,Holocene,,34.99,19.29,0.55,4.69,0.74,,subtidal,1,0,0,1,0,0,0,0,0,0,
1033,LACM-M,105593,Heim,Southern California Bight,Santa Barbara,SCZI,Santa Cruz Island: Point Diablo,Island,Large,National Park,no,34.06,-119.76,14.51976109,2.08771505,1917,Summer,8,Holocene,,34.55,20.32,0.59,4.88,0.57,,subtidal,1,0,0,0,0,0,0,0,0,0,
1034,LACM-M,105593,Heim,Southern California Bight,Santa Barbara,SCZI,Santa Cruz Island: Point Diablo,Island,Large,National Park,no,34.06,-119.76,14.51976109,2.08771505,1917,Summer,8,Holocene,,40.13,22.99,0.57,5.22,0.8,,subtidal,0,0,0,0,0,0,0,0,0,0,
1035,LACM-M,112995,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Isthmus Cove,Island,Large,CAT,no,33.44,-118.5,15.74828593,1.449663546,1919,Summer,7,Holocene,,8.83,5.31,0.6,1.29,0.11,rocky reef or intertidal,intertidal,0,0,0,0,0,0,0,0,0,0,
1036,LACM-M,112995,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Isthmus Cove,Island,Large,CAT,no,33.44,-118.5,15.74828593,1.449663546,1919,Summer,7,Holocene,,19.71,11.01,0.56,2.76,0.32,rocky reef or intertidal,intertidal,0,0,0,0,0,0,0,0,0,0,
1037,LACM-M,112995,,Southern California Bight,Los Angeles,CAT,Santa Catalina Island: Isthmus Cove,Island,Large,CAT,no,33.44,-118.5,15.74828593,1.449663546,1919,Summer,7,Holocene,,18.09,11.19,0.62,2.97,0.33,rocky reef or intertidal,intertidal,0,0,0,0,0,0,0,0,0,0,
1043,LACM-M,19999,Gregg,Southern California Bight,Los Angeles,LA,Palos Verdes: Sacred Cove,Coastal,,Los Angeles,no,33.74,-118.37,15.57184283,1.680995603,1923,Spring,4,Holocene,,11.39,6.91,0.61,1.42,0.37,,,0,0,0,0,0,0,0,0,0,0,
1044,LACM-M,19999,Gregg,Southern California Bight,Los Angeles,LA,Palos Verdes: Sacred Cove,Coastal,,Los Angeles,no,33.74,-118.37,15.57184283,1.680995603,1923,Spring,4,Holocene,,15.09,8.6,0.57,1.82,0.43,,,0,0,0,0,0,0,1,0,0,0,
1045,LACM-M,19999,Gregg,Southern California Bight,Los Angeles,LA,Palos Verdes: Sacred Cove,Coastal,,Los Angeles,no,33.74,-118.37,15.57184283,1.680995603,1923,Spring,4,Holocene,,14.94,8.52,0.57,1.86,0.46,,,0,0,0,0,0,0,0,0,0,0,
