"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Data_Type"
1359,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.35,8,10.3344085462111,0.599250936329588,1.93,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
1740,"LACM-M-IP","5868.11",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara: Rincon ","Santa Barbara",NA,34.38,-119.48,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,12.24,4.4505,21.21,11.43,15.570173409439,0.538896746817539,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
643,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,10.22,6.26,7.99857487306333,0.61252446183953,1.12,0.27,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1556,"LACM-M","41-75.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of Smugglers Cove","National Park","Large",34.01,-119.53,"Holocene",NA,1940,1941,"Spring",4,16.64611991,1.507044163,12.25,7.05,9.29314263314623,0.575510204081633,1.83,0.19,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793631017,0.793631017,"no",NA,"Museum/Field"
2917,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,24.83,13.83,18.5310253359063,0.556987515102698,3.15,0.61,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,"Museum/Field"
1358,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.22,7.44,9.53503015202364,0.608837970540098,1.93,0.21,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
1051,"LACM-M","19999","Gregg","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Sacred Cove","Los Angeles",NA,33.74,-118.37,"Holocene",NA,1920,1923,"Spring",4,15.57184283,1.680995603,17.51,9.88,13.1529008207315,0.564249000571102,2.21,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209279001,0.209279001,"no",NA,"Museum/Field"
2635,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,9,12.369316876853,0.529411764705882,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
306,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,13.67,8.66,10.8803584499776,0.633504023408925,1.98,0.39,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,"Museum/Field"
1986,"LACM-M-IP","10130.21",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,31.74,-116.74,"Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.542,8.03,4.92,6.28550713944388,0.612702366127024,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
623,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,19,10.37,14.0367375126843,0.54578947368421,2.78,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1238,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,14.41,9.29,11.5701728595557,0.644691186675919,2.27,0.29,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA,"Museum/Field"
599,"LACM-M","60-13.5","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1960,"Summer",7,16.39862132,1.580005745,14.63,8.75,11.3142609126712,0.598086124401914,1.88,0.32,NA,NA,0,0,0,1,0,0,0,0,0,0,306.5589431,586.4115758,492,3.957748754,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1995,"LACM-M-IP","10130.21",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,31.74,-116.74,"Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.542,8.82,5.73,7.10905056952052,0.649659863945578,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2509,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.456832294801,0.578947368421053,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1776,"LACM-M-IP","31329.56",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara: Rincon ","Santa Barbara",NA,34.38,-119.48,"Pleistocene","Santa Barbara",NA,NA,NA,NA,12.24,4.4505,22.27,12.09,16.4086653936266,0.542882801975752,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2658,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92042,2.11471,20,11,14.8323969741913,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2869,"SBNHM","97997","Meistrell","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1970,1974,"Summer",8,15.4412,2.016344,24.44,13.66,18.2715735501899,0.558919803600655,2.77,0.82,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,122.8135,104.1188,193,3.032556,NA,NA,NA,NA,NA,NA,1921.060059,1921.060059,"no",NA,"Museum/Field"
1741,"LACM-M-IP","5868.11",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara: Rincon ","Santa Barbara",NA,34.38,-119.48,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,12.24,4.4505,21.55,12.13,16.1679157593055,0.562877030162413,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2607,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,12,14.6969384566991,0.666666666666667,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
672,"LACM-M","63-5.4","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Diablo Anchorage","National Park","Large",34.05,-119.77,"Anthropocene",NA,1960,1963,"Winter",2,16.14725033,2.152126955,13.02,7.89,10.1354723619573,0.605990783410138,1.7,0.21,NA,NA,0,0,0,0,0,0,0,0,0,0,355.6877323,689.8692764,269,3.392928368,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1915,"LACM-M-IP","23605.146",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.72,-117.26,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,22.27,12.02,16.3610940954448,0.539739559946116,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2696,"PR","WT Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,22.5,12,16.431676725155,0.533333333333333,3,0.4,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
694,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,17.1,10.64,13.4886619054671,0.622222222222222,2.42,0.37,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2849,"SBNHM","86028","Poorman","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Prisoner's Harbor","National Park","Large",34.02,-119.69,"Anthropocene",NA,1960,1969,"Winter",3,15.41581,1.473795,17.42,9.96,13.1720613420983,0.571756601607348,2.32,0.37,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
545,"LACM-M","57-17.5","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.39,"Anthropocene",NA,1950,1957,"Winter",1,16.84203339,1.877503874,12.94,7.01,9.52414825588094,0.541731066460587,2.02,0.17,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,497.3047337,902.7994701,338,3.151901961,NA,NA,NA,NA,NA,NA,8.762020111,8.762020111,"no",NA,"Museum/Field"
828,"LACM-M","69-31.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ironbound Bay","CAT","Large",33.45,-118.58,"Anthropocene",NA,1960,1969,"Summer",8,16.28703705,1.464510707,8.51,5.16,6.6265828297849,0.606345475910693,2.13,0.12,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
487,"LACM-M","49-144.4","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Willow Cove","CAT","Large",33.37,-118.34,"Anthropocene",NA,1940,1949,"Summer",8,15.79200546,1.870881451,24.79,14.01,18.6361986467198,0.565147236789028,3.58,1.28,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2064,"MCZ","198523","Fitch","Southern California Bight","Los Angeles","Coastal","LA","Long Beach: South of ","Los Angeles",NA,33.68,-118.2,"Anthropocene",NA,1950,1953,"Winter",2,15.96459651,1.796097427,23.99,12.34,17.2057141671016,0.514380992080033,2.52,0.66,NA,NA,0,0,0,0,0,0,0,0,0,0,361.4195652,862.7487662,460,3.710002938,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1684,"LACM-M","41-4.2","Velero III","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.88,"Holocene",NA,1940,1941,"Winter",1,17.53284725,1.738154979,13.43,7.72,10.1823180072123,0.574832464631422,1.85,0.34,"sand","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.50080013,15.50080013,"no",NA,"Museum/Field"
40,"CAS","85062","Bickford","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.35,-120.85,"Anthropocene",NA,1960,1961,NA,NA,14.56054417,1.359396733,35.17,20.27,26.7001104866628,0.576343474552175,4.39,0.63,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,211.2934132,313.6027014,167,4.290830498,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
591,"LACM-M","66336","Crow","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1950,1958,"Winter",1,17.50989906,1.581642505,17.94,10.67,13.8354544558536,0.594760312151616,2.53,0.44,NA,NA,0,1,0,0,1,1,0,0,0,0,53.31721195,56.48263558,703,3.769319445,NA,NA,NA,NA,NA,NA,0.289864987,0.289864987,"no",NA,"Museum/Field"
800,"LACM-M","68-193.2","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.72,-118.32,"Anthropocene",NA,1960,1968,"Fall",12,16.51691922,1.480323832,14.28,8.44,10.9783058802349,0.591036414565826,2.08,0.32,"gravel","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1682,"LACM-M","41-2.2","Velero III","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.88,"Holocene",NA,1940,1941,"Winter",1,17.53284725,1.738154979,24.87,14.18,18.7791533355474,0.57016485725774,3.52,0.33,"sand","intertidal",0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.50080013,15.50080013,"no",NA,"Museum/Field"
655,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,19,11.31,14.6591268498502,0.595263157894737,2.61,0.42,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2630,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.8323969741913,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
946,"LACM-M","73-9.4","McLean","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: Nine Fathom Bank","National Park","Large",33.92,-119.96,"Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,9.62,6.11,7.6666942028491,0.635135135135135,1.13,0.36,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.536799908,7.536799908,"no",NA,"Museum/Field"
2308,"PR","Monterey SU 17 Gland","Ul-Hasan","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.87,"Anthropocene",NA,2010,2017,"Spring",6,14.42897646,1.515162184,26.5,14,19.2613602842582,0.528301886792453,3.5,0.3,"sand","subtidal",0,NA,0,0,0,0,1,0,0,0,NA,NA,0,NA,20.60622883,12.13779079,69.46037069,43.37759222,111,0.401462821,1094.439941,1094.439941,"no",NA,"Museum/Field"
2130,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,31.47,17.12,23.2113420551247,0.544010168414363,3.86,0.5,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,"Museum/Field"
1662,"LACM-M","41-187.5","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Willow Cove","CAT","Large",33.39,-118.35,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,20.77,13,16.4319810126473,0.625902744342802,3.05,0.48,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2390,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,9,13.4164078649987,0.45,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1722,"LACM-M-IP","41659.3",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara General Hospital","Santa Barbara",NA,34.45,-119.78,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,11.99,4.3976,21.53,11.81,15.9458239047093,0.548536925220622,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1326,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,13.61,8.31,10.6348060631118,0.610580455547392,2.03,0.23,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
208,"CAS","185181","Smith","Northern California","Monterey","Coastal","MO","Pacific Grove: Monterey Aquarium Bay",NA,NA,36.62,-121.9,"Holocene",NA,1910,1913,NA,NA,12.95645444,1.760573839,23.88,13.21,17.7610472664199,0.553182579564489,2.79,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78399992,2.78399992,"no",NA,"Museum/Field"
949,"LACM-M","73-9.4","McLean","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: Nine Fathom Bank","National Park","Large",33.92,-119.96,"Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,8.06,4.91,6.29083460281702,0.609181141439206,1.29,0.13,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.536799908,7.536799908,"no",NA,"Museum/Field"
1201,"LACM-M","39-82.1","Velero III","Southern California Bight","Santa Barbara","Off Shore","SBI","East of Gull Island, Southwest of Santa Barbara Island","SBI","Small",33.46,-119.04,"Holocene",NA,1930,1939,"Spring",5,15.67023603,2.127132532,13.08,8.23,10.3753746920292,0.629204892966361,1.99,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2877,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,16.33,9.26,12.2969833699164,0.567054500918555,1.91,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
489,"LACM-M","50-18.1","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: South of San Pedro Point","National Park","Large",33.98,-119.51,"Anthropocene",NA,1950,1950,"Winter",3,15.15999468,1.900805317,21.8,12.63,16.5931913747778,0.579357798165138,3.15,0.31,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.740360022,3.740360022,"no",NA,"Museum/Field"
1312,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,36,19.36,26.4,0.537777777777778,4.36,0.79,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA,"Museum/Field"
456,"LACM-M","115301",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.79,-118.41,"Anthropocene",NA,1940,1948,"Winter",2,15.63168168,1.586924586,21.09,12.02,15.9217398546767,0.569938359412044,2.27,0.78,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.019989,263.019989,"no",NA,"Museum/Field"
2127,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,31.91,18.05,23.9994895779056,0.565653400188029,3.74,0.43,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,"Museum/Field"
1600,"LACM-M","41-91.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Star Bay","CAT","Large",33.46,-118.59,"Holocene",NA,1940,1941,"Spring",5,17.33746147,1.693154134,13.42,7.78,10.2180037189267,0.57973174366617,2.16,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
284,"CAS","204232","Hewatt","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Scorpion Harbor","National Park","Large",34.05,-119.55,"Holocene",NA,1930,1939,NA,NA,15.50811776,2.121849591,18.8,11.43,14.6589221977607,0.607978723404255,2.54,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806922972,0.806922972,"no",NA,"Museum/Field"
982,"LACM-M","76-49.3","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1970,1976,"Fall",12,16.27545857,2.40464924,17.19,9.53,12.7992460715466,0.554392088423502,2.27,0.47,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA,"Museum/Field"
1969,"LACM-M-IP","10130.21",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,31.74,-116.74,"Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.542,17.98,9.44,13.0280927230351,0.525027808676307,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1479,"LACM-M","40-182.3","Velero III","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.24,"Holocene",NA,1940,1940,"Fall",11,16.74628806,1.192287243,27.7,15.72,20.8672949852155,0.567509025270758,3.76,0.66,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548573017,0.548573017,"no",NA,"Museum/Field"
240,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,9.77,6.07,7.70090254450736,0.62128966223132,1.27,0.37,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
626,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,20.84,12.25,15.9777970947187,0.587811900191939,2.95,0.36,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2301,"PR","pilot_winter","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Major Outlet",NA,NA,32.25,-116.94,"Anthropocene",NA,2010,2016,"Fall",12,17.97017272,1.879419419,14,8,10.5830052442584,0.571428571428571,2.5,0.2,"rocky reef or intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1246.390015,NA,"no",NA,"Museum/Field"
2687,"PR","Sterile Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,24,14.5,18.6547581061776,0.604166666666667,3,0.3,"sand","intertidal",0,NA,0,0,0,0,1,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
